lemma,PoS,freq(ipm)
торпеда,s,3.1
торпедо,s,3.1
трансформировать,v,3.1
триада,s,3.1
триллион,s,3.1
троицкий,a,3.1
трудоемкость,s,3.1
трудоспособный,a,3.1
тушка,s,3.1
увернуться,v,3.1
ужасаться,v,3.1
узреть,v,3.1
умирающий,s,3.1
умножить,v,3.1
умолчать,v,3.1
умоляюще,adv,3.1
усложнение,s,3.1
усугубляться,v,3.1
философски,adv,3.1
фосфор,s,3.1
ходячий,a,3.1
хохол,s,3.1
худеть,v,3.1
чахлый,a,3.1
чей-нибудь,apro,3.1
чинно,adv,3.1
шестилетний,a,3.1
шлепанец,s,3.1
щебетать,v,3.1
щупальце,s,3.1
экспедитор,s,3.1
элементарно,adv,3.1
эрекция,s,3.1
ютиться,v,3.1
авианосец,s,3.0
автобиографический,a,3.0
автолюбитель,s,3.0
агитировать,v,3.0
агрессивно,adv,3.0
актовый,a,3.0
александрийский,a,3.0
александровский,a,3.0
апатия,s,3.0
архангел,s,3.0
атташе,s,3.0
бальзам,s,3.0
башкирский,a,3.0
бегемот,s,3.0
бескорыстно,adv,3.0
бесстрашие,s,3.0
бесхитростный,a,3.0
бочок,s,3.0
бредовый,a,3.0
британец,s,3.0
бритье,s,3.0
брокер,s,3.0
варьироваться,v,3.0
ввозить,v,3.0
вдумчивый,a,3.0
вельможа,s,3.0
вентиляционный,a,3.0
венчаться,v,3.0
взад-вперед,adv,3.0
взломать,v,3.0
взмыть,v,3.0
видовой,a,3.0
внять,v,3.0
вовлекать,v,3.0
возвестить,v,3.0
воздерживаться,v,3.0
возмущать,v,3.0
вол,s,3.0
воскрешение,s,3.0
врачиха,s,3.0
вскарабкаться,v,3.0
вскрик,s,3.0
всполошиться,v,3.0
встряхивать,v,3.0
втиснуться,v,3.0
втянуться,v,3.0
выказать,v,3.0
выпадение,s,3.0
высветить,v,3.0
высвободить,v,3.0
выселение,s,3.0
высотка,s,3.0
вычистить,v,3.0
гадание,s,3.0
газетка,s,3.0
газификация,s,3.0
гарем,s,3.0
гармонично,adv,3.0
гвоздик,s,3.0
глазница,s,3.0
глушитель,s,3.0
гниль,s,3.0
гонимый,a,3.0
горловина,s,3.0
горнодобывающий,a,3.0
госпитальный,a,3.0
градостроительство,s,3.0
гражданско-правовой,a,3.0
грибок,s,3.0
губной,a,3.0
гудение,s,3.0
густота,s,3.0
дагестанский,a,3.0
детеныш,s,3.0
детина,s,3.0
директриса,s,3.0
доброжелательность,s,3.0
догорать,v,3.0
долговечный,a,3.0
долларовый,a,3.0
домочадец,s,3.0
допивать,v,3.0
доподлинно,adv,3.0
досадливо,adv,3.0
дотошный,a,3.0
доярка,s,3.0
дымовой,a,3.0
жаворонок,s,3.0
желвак,s,3.0
женственность,s,3.0
жертвоприношение,s,3.0
животик,s,3.0
завербовать,v,3.0
завершающий,a,3.0
загадывать,v,3.0
задержанный,s,3.0
закатиться,v,3.0
законопослушный,a,3.0
закоптить,v,3.0
заломить,v,3.0
замаскировать,v,3.0
замещать,v,3.0
замужний,a,3.0
запихивать,v,3.0
запрятать,v,3.0
заслон,s,3.0
застегивать,v,3.0
застенок,s,3.0
затонуть,v,3.0
затыкать,v,3.0
зачастить,v,3.0
заядлый,a,3.0
злить,v,3.0
изгой,s,3.0
изгонять,v,3.0
изможденный,a,3.0
изобиловать,v,3.0
импровизировать,v,3.0
импульсный,a,3.0
ионный,a,3.0
исключая,pr,3.0
исключительность,s,3.0
истолкование,s,3.0
истребительный,a,3.0
каламбур,s,3.0
катин,a,3.0
кедровый,a,3.0
кинозвезда,s,3.0
кипятить,v,3.0
клеймить,v,3.0
клиентура,s,3.0
кожица,s,3.0
кожный,a,3.0
кокетливо,adv,3.0
колдовать,v,3.0
компенсироваться,v,3.0
конвейерный,a,3.0
копна,s,3.0
корить,v,3.0
корректно,adv,3.0
кощунственный,a,3.0
красавчик,s,3.0
красноармейский,a,3.0
красноречиво,adv,3.0
красться,v,3.0
крестовый,a,3.0
кровоточить,v,3.0
кровяной,a,3.0
кротко,adv,3.0
курево,s,3.0
ладан,s,3.0
лаковый,a,3.0
лакомый,a,3.0
латиноамериканский,a,3.0
летальный,a,3.0
либретто,s,3.0
линолеум,s,3.0
литье,s,3.0
малышка,s,3.0
маникюр,s,3.0
марафон,s,3.0
марксизм-ленинизм,s,3.0
марш,intj,3.0
мастерить,v,3.0
мерзлота,s,3.0
меридиан,s,3.0
меркнуть,v,3.0
метанол,s,3.0
метко,adv,3.0
милочка,s,3.0
мировоззренческий,a,3.0
млеть,v,3.0
многогранник,s,3.0
многообещающий,a,3.0
множественность,s,3.0
модельер,s,3.0
молниеносный,a,3.0
монопольный,a,3.0
мордочка,s,3.0
мочевой,a,3.0
наваливаться,v,3.0
навалить,v,3.0
наврать,v,3.0
наделять,v,3.0
надувать,v,3.0
надуманный,a,3.0
накладываться,v,3.0
наречие,s,3.0
натовский,a,3.0
натюрморт,s,3.0
национализация,s,3.0
небрежность,s,3.0
невооруженный,a,3.0
невыполнимый,a,3.0
негатив,s,3.0
недопустимость,s,3.0
нежданный,a,3.0
незавершенный,a,3.0
незаконченный,a,3.0
нездешний,a,3.0
неизлечимый,a,3.0
неисчерпаемый,a,3.0
неоднородный,a,3.0
неотвратимый,a,3.0
неотрывно,adv,3.0
неполноценный,a,3.0
непомерно,adv,3.0
неправдоподобно,adv,3.0
непревзойденный,a,3.0
неприкосновенный,a,3.0
неуважение,s,3.0
неугомонный,a,3.0
неудавшийся,a,3.0
неудовлетворенность,s,3.0
нецелесообразный,a,3.0
никелированный,a,3.0
новодевичий,a,3.0
ноутбук,s,3.0
нянечка,s,3.0
облокотиться,v,3.0
обмотка,s,3.0
обнести,v,3.0
обшивка,s,3.0
однокурсник,s,3.0
одышка,s,3.0
околица,s,3.0
оловянный,a,3.0
онтологический,a,3.0
опалить,v,3.0
ополчение,s,3.0
опрокинуться,v,3.0
оскалить,v,3.0
остерегаться,v,3.0
отборочный,a,3.0
отнесение,s,3.0
отчеканить,v,3.0
очень-очень,adv,3.0
паломничество,s,3.0
первоисточник,s,3.0
перебежчик,s,3.0
передник,s,3.0
перекочевать,v,3.0
перемещать,v,3.0
переодеть,v,3.0
переполох,s,3.0
перетекать,v,3.0
перманентный,a,3.0
песочный,a,3.0
песчинка,s,3.0
петлица,s,3.0
пивко,s,3.0
плато,s,3.0
плаха,s,3.0
пленить,v,3.0
плешивый,a,3.0
победно,adv,3.0
повальный,a,3.0
повестись,v,3.0
повстречаться,v,3.0
поддакивать,v,3.0
поджигать,v,3.0
подивиться,v,3.0
подохнуть,v,3.0
подоходный,a,3.0
подпустить,v,3.0
подъемник,s,3.0
подыгрывать,v,3.0
пойма,s,3.0
покуривать,v,3.0
полегчать,v,3.0
полметра,s,3.0
полукруг,s,3.0
полярник,s,3.0
померещиться,v,3.0
понаблюдать,v,3.0
попечительство,s,3.0
порочить,v,3.0
постирать,v,3.0
поступь,s,3.0
потеплеть,v,3.0
потеснить,v,3.0
потоптаться,v,3.0
потрепанный,a,3.0
потрескивать,v,3.0
правнук,s,3.0
преданно,adv,3.0
предварять,v,3.0
преждевременно,adv,3.0
преклоняться,v,3.0
преобразователь,s,3.0
прерывистый,a,3.0
придаваться,v,3.0
приданое,s,3.0
примирить,v,3.0
присыпать,v,3.0
прихрамывать,v,3.0
приять,v,3.0
пробуждать,v,3.0
проводка,s,3.0
проводница,s,3.0
проволочка,s,3.0
проворно,adv,3.0
программка,s,3.0
прокурить,v,3.0
променять,v,3.0
простаивать,v,3.0
простынуть,v,3.0
противоправный,a,3.0
протяжно,adv,3.0
прочить,v,3.0
прочувствовать,v,3.0
прям,part,3.0
психотропный,a,3.0
пуговка,s,3.0
пурпурный,a,3.0
развязывать,v,3.0
раздевать,v,3.0
разузнать,v,3.0
районирование,s,3.0
ранка,s,3.0
расползтись,v,3.0
распорядитель,s,3.0
распространитель,s,3.0
растрогать,v,3.0
расходоваться,v,3.0
расцветка,s,3.0
расчетливый,a,3.0
рациональность,s,3.0
редактирование,s,3.0
резец,s,3.0
результативный,a,3.0
риэлтор,s,3.0
рогатка,s,3.0
рок-н-ролл,s,3.0
рыболовный,a,3.0
рыжеватый,a,3.0
ряса,s,3.0
сажа,s,3.0
самообладание,s,3.0
самородок,s,3.0
сантехник,s,3.0
сахалинский,a,3.0
сбавить,v,3.0
свойственно,adv,3.0
свысока,adv,3.0
святейшество,s,3.0
сзади,pr,3.0
систематизировать,v,3.0
скандалить,v,3.0
склока,s,3.0
слоновый,a,3.0
служанка,s,3.0
смотритель,s,3.0
смыслить,v,3.0
снайперский,a,3.0
снисхождение,s,3.0
собачонка,s,3.0
совместимый,a,3.0
соломка,s,3.0
сопли,s,3.0
справить,v,3.0
среднеазиатский,a,3.0
столбец,s,3.0
строптивый,a,3.0
стукнуться,v,3.0
ступенчатый,a,3.0
судак,s,3.0
судьбоносный,a,3.0
сузиться,v,3.0
схватывать,v,3.0
табло,s,3.0
таджик,s,3.0
талый,a,3.0
тарелочка,s,3.0
таскаться,v,3.0
темя,s,3.0
тенистый,a,3.0
тент,s,3.0
терем,s,3.0
технико-экономический,a,3.0
титульный,a,3.0
товарооборот,s,3.0
толстенный,a,3.0
толчея,s,3.0
тоник,s,3.0
топ-менеджер,s,3.0
торжественность,s,3.0
точеный,a,3.0
трахаться,v,3.0
требовательно,adv,3.0
трогаться,v,3.0
трясина,s,3.0
тяготить,v,3.0
увечье,s,3.0
угнетенный,a,3.0
удвоить,v,3.0
уик-энд,s,3.0
укрупнение,s,3.0
улитка,s,3.0
умолчание,s,3.0
утроба,s,3.0
ученический,a,3.0
фасоль,s,3.0
флотилия,s,3.0
хозяйничать,v,3.0
централизация,s,3.0
частичка,s,3.0
черемуха,s,3.0
черточка,s,3.0
четырехлетний,a,3.0
чихнуть,v,3.0
шажок,s,3.0
шарахнуться,v,3.0
шутник,s,3.0
шуточный,a,3.0
щебень,s,3.0
эпический,a,3.0
эталонный,a,3.0
язвительный,a,3.0
абсолют,s,2.9
автоответчик,s,2.9
аморфный,a,2.9
амурский,a,2.9
аномальный,a,2.9
антропология,s,2.9
ассоциативный,a,2.9
баженовский,a,2.9
балансовый,a,2.9
бамбуковый,a,2.9
безмерный,a,2.9
безответственность,s,2.9
безукоризненно,adv,2.9
бессмыслица,s,2.9
бесчеловечный,a,2.9
